studio,bom_domestic_gross,bom_foreign_gross,title_clean,release_date_x,tn_production_budget,profit,roi,runtime_minutes,genres,averagerating,numvotes,genre_ids,original_language,popularity,vote_average,vote_count,release_year,roi_abs,bom_worldwide_gross
Uni.,79200000.0,39400000.0,The Purge: Election Year,2016-07-01,10000000.0,108514727.0,10.8514727,108.0,"['Action', 'Horror', 'Sci-Fi']",6.0,80254,"[28, 27, 53]",En,18.975,6.3,2900.0,2016,10.8514727,118600000.0
Fox,60300000.0,57800000.0,Why Him?,2016-12-23,38000000.0,79425156.0,2.0901356842105265,111.0,['Comedy'],6.2,89628,[35],En,15.044,6.2,2494.0,2016,2.0901356842105265,118100000.0
Fox,60300000.0,57800000.0,Why Him?,2016-12-23,38000000.0,79425156.0,2.0901356842105265,111.0,['Comedy'],6.2,89628,[35],En,15.044,6.2,2494.0,2016,2.0901356842105265,118100000.0
Par.,54800000.0,59700000.0,Office Christmas Party,2016-12-09,45000000.0,46323299.0,1.0294066444444445,105.0,['Comedy'],5.8,59253,[35],En,10.729,5.6,1191.0,2016,1.0294066444444445,114500000.0
Wb (Nl),46800000.0,65500000.0,How To Be Single,2016-02-12,37000000.0,63003780.0,1.7028048648648648,110.0,"['Comedy', 'Drama', 'Romance']",6.1,74329,"[35, 10749]",En,10.271,6.1,2036.0,2016,1.7028048648648648,112300000.0
Par.,72100000.0,38100000.0,10 Cloverfield Lane,2016-03-11,5000000.0,103286422.0,20.6572844,103.0,"['Drama', 'Horror', 'Mystery']",7.2,260383,"[53, 878, 18]",En,17.892,6.9,4629.0,2016,20.6572844,110200000.0
Sony,34900000.0,75000000.0,The 5Th Wave,2016-01-22,38000000.0,73336398.0,1.9299052105263157,112.0,"['Action', 'Adventure', 'Drama']",5.2,90788,"[12, 878]",En,12.967,5.8,3657.0,2016,1.9299052105263157,109900000.0
Uni.,55500000.0,52600000.0,Neighbors 2: Sorority Rising,2016-05-20,35000000.0,73757621.0,2.1073606,92.0,['Comedy'],5.7,102793,[35],En,17.662,5.7,2829.0,2016,2.1073606,108100000.0
Eone,1300000.0,96200000.0,The Little Prince,2016-02-12,77500000.0,24528919.0,0.3165021806451613,108.0,"['Adventure', 'Animation', 'Drama']",7.7,50015,"[12, 16, 14, 10751]",En,8.512,7.6,1493.0,2016,0.3165021806451613,97500000.0
Lgf,35600000.0,58500000.0,Dirty Grandpa,2016-01-22,11500000.0,93578449.0,8.137256434782609,102.0,['Comedy'],5.9,101393,[35],En,11.432,5.8,2667.0,2016,8.137256434782609,94100000.0
Tris,41000000.0,52300000.0,Money Monster,2016-05-13,27000000.0,66466095.0,2.461707222222222,98.0,"['Crime', 'Drama', 'Thriller']",6.5,86607,"[53, 18]",En,11.134,6.4,1859.0,2016,2.461707222222222,93300000.0
Uni.,59700000.0,29200000.0,My Big Fat Greek Wedding 2,2016-03-25,18000000.0,74096558.0,4.116475444444444,94.0,"['Comedy', 'Romance']",6.0,25933,"[10749, 35, 10751]",En,6.714,5.8,593.0,2016,4.116475444444444,88900000.0
Wb (Nl),31000000.0,57500000.0,Collateral Beauty,2016-12-16,36000000.0,49309093.0,1.3696970277777778,97.0,"['Drama', 'Romance']",6.8,78764,"[18, 10749]",En,12.857,7.2,3270.0,2016,1.3696970277777778,88500000.0
Wb (Nl),31000000.0,57500000.0,Collateral Beauty,2016-12-16,36000000.0,49309093.0,1.3696970277777778,97.0,"['Drama', 'Romance']",6.8,78764,"[18, 10749]",En,12.857,7.2,3270.0,2016,1.3696970277777778,88500000.0
Yash,6200000.0,81100000.0,Sultan,2016-07-06,11000000.0,61989781.0,5.6354346363636365,170.0,"['Action', 'Drama', 'Sport']",7.1,33371,,,,,,2016,5.6354346363636365,87300000.0
Wb,43000000.0,43200000.0,War Dogs,2016-08-19,50000000.0,36234503.0,0.72469006,114.0,"['Comedy', 'Crime', 'Drama']",7.1,154029,"[35, 80, 18]",En,10.654,6.8,2387.0,2016,0.72469006,86200000.0
Lgf,38600000.0,46700000.0,Nerve,2016-07-27,20000000.0,50652284.0,2.5326142,96.0,"['Action', 'Adventure', 'Crime']",6.5,102782,"[35, 18]",En,0.6,10.0,1.0,2016,2.5326142,85300000.0
Lgf,38600000.0,46700000.0,Nerve,2016-07-27,20000000.0,50652284.0,2.5326142,96.0,"['Action', 'Adventure', 'Crime']",6.5,102782,"[35, 18]",En,0.6,10.0,1.0,2016,2.5326142,85300000.0
Lgf,38600000.0,46700000.0,Nerve,2016-07-27,20000000.0,50652284.0,2.5326142,96.0,"['Action', 'Adventure', 'Crime']",6.5,102782,"[9648, 12, 80]",En,14.508,7.1,4590.0,2016,2.5326142,85300000.0
Uni.,35100000.0,46600000.0,Ouija: Origin Of Evil,2016-10-21,9000000.0,72831866.0,8.092429555555556,99.0,"['Drama', 'Horror', 'Mystery']",6.1,47099,"[27, 53]",En,11.823,6.0,1416.0,2016,8.092429555555556,81700000.0
Uni.,35100000.0,46600000.0,Ouija: Origin Of Evil,2016-10-21,9000000.0,72831866.0,8.092429555555556,99.0,"['Drama', 'Horror', 'Mystery']",6.1,47099,"[27, 53]",En,11.823,6.0,1416.0,2016,8.092429555555556,81700000.0
Ratt.,47700000.0,31300000.0,Manchester By The Sea,2016-11-18,8500000.0,69233867.0,8.145160823529412,137.0,['Drama'],7.8,214557,[18],En,16.638,7.5,3176.0,2016,8.145160823529412,79000000.0
Ratt.,47700000.0,31300000.0,Manchester By The Sea,2016-11-18,8500000.0,69233867.0,8.145160823529412,137.0,['Drama'],7.8,214557,[18],En,16.638,7.5,3176.0,2016,8.145160823529412,79000000.0
Uni.,63300000.0,15600000.0,The Boss,2016-04-08,29000000.0,49652207.0,1.7121450689655173,99.0,['Comedy'],5.4,39096,[35],En,11.442,5.8,822.0,2016,1.7121450689655173,78900000.0
Fox,46000000.0,31100000.0,Mike And Dave Need Wedding Dates,2016-07-08,33000000.0,42898100.0,1.2999424242424242,98.0,"['Adventure', 'Comedy', 'Romance']",6.0,74849,[35],En,11.676,6.0,1552.0,2016,1.2999424242424242,77100000.0
Tris,61700000.0,12200000.0,Miracles From Heaven,2016-03-16,13000000.0,60798736.0,4.6768258461538466,109.0,"['Biography', 'Drama', 'Family']",7.1,17734,[18],En,10.078,7.1,478.0,2016,4.6768258461538466,73900000.0
Focus,48000000.0,21900000.0,Kubo And The Two Strings,2016-08-19,55000000.0,22548122.0,0.40996585454545453,101.0,"['Action', 'Adventure', 'Animation']",7.8,105578,"[16, 12, 10751]",En,13.847,7.7,2029.0,2016,0.40996585454545453,69900000.0
Par.,57700000.0,6700000.0,Fences,2016-12-16,24000000.0,40282881.0,1.678453375,139.0,['Drama'],7.2,86749,[18],En,12.753,6.8,1465.0,2016,1.678453375,64400000.0
Par.,57700000.0,6700000.0,Fences,2016-12-16,24000000.0,40282881.0,1.678453375,139.0,['Drama'],7.2,86749,[18],En,12.753,6.8,1465.0,2016,1.678453375,64400000.0
Uni.,30500000.0,33100000.0,"Hail, Caesar!",2016-02-05,22000000.0,42160680.0,1.9163945454545455,106.0,"['Comedy', 'Drama', 'Music']",6.3,111422,"[35, 18, 9648]",En,12.312,5.9,2328.0,2016,1.9163945454545455,63600000.0
Wb,36300000.0,26500000.0,The Nice Guys,2016-05-20,50000000.0,9596747.0,0.19193494,116.0,"['Action', 'Comedy', 'Crime']",7.4,240337,"[35, 80, 9648]",En,13.743,7.1,4272.0,2016,0.19193494,62800000.0
Par.,28800000.0,27900000.0,Zoolander 2,2016-02-12,50000000.0,5348693.0,0.10697386,101.0,['Comedy'],4.7,59914,[35],En,12.997,4.7,1374.0,2016,0.10697386,56700000.0
Wb (Nl),54000000.0,1000000.0,Barbershop: The Next Cut,2016-04-15,20000000.0,34404202.0,1.7202101,111.0,"['Comedy', 'Drama']",5.9,13306,[35],En,12.846,6.0,248.0,2016,1.7202101,55000000.0
Bv,27600000.0,24500000.0,The Finest Hours,2016-01-29,70000000.0,-20747239.0,-0.2963891285714286,117.0,"['Action', 'Drama', 'History']",6.8,55981,"[28, 18, 36, 53]",En,12.673,6.4,943.0,2016,0.2963891285714286,52100000.0
Lgf,31900000.0,18700000.0,Patriots Day,2016-12-21,40000000.0,12837989.0,0.320949725,133.0,"['Action', 'Crime', 'Drama']",7.4,76204,"[28, 18, 53, 80, 36]",En,15.435,6.9,1337.0,2016,0.320949725,50600000.0
Lgf,31900000.0,18700000.0,Patriots Day,2016-12-21,40000000.0,12837989.0,0.320949725,133.0,"['Action', 'Crime', 'Drama']",7.4,76204,"[28, 18, 53, 80, 36]",En,15.435,6.9,1337.0,2016,0.320949725,50600000.0
Par.,27400000.0,21500000.0,Florence Foster Jenkins,2016-08-12,29000000.0,27000339.0,0.9310461724137931,111.0,"['Biography', 'Comedy', 'Drama']",6.8,44970,"[35, 18]",En,8.453,6.7,849.0,2016,0.9310461724137931,48900000.0
Focus,3700000.0,43600000.0,A Monster Calls,2017-01-06,43000000.0,3414530.0,0.07940767441860465,108.0,"['Animation', 'Drama', 'Fantasy']",7.5,70416,"[18, 14]",En,11.128,7.1,1918.0,2017,0.07940767441860465,47300000.0
Focus,3700000.0,43600000.0,A Monster Calls,2017-01-06,43000000.0,3414530.0,0.07940767441860465,108.0,"['Animation', 'Drama', 'Fantasy']",7.5,70416,"[18, 14]",En,11.128,7.1,1918.0,2017,0.07940767441860465,47300000.0
Fox,15800000.0,30400000.0,Eddie The Eagle,2016-02-26,23000000.0,22060480.0,0.9591513043478261,106.0,"['Biography', 'Comedy', 'Drama']",7.4,75331,"[35, 18, 36, 12]",En,11.483,7.2,1190.0,2016,0.9591513043478261,46200000.0
Sony,36900000.0,9200000.0,Risen,2016-02-19,20000000.0,26255763.0,1.31278815,107.0,"['Action', 'Adventure', 'Drama']",6.3,22813,"[18, 36]",En,10.089,5.8,433.0,2016,1.31278815,46100000.0
Lgf,20800000.0,24400000.0,Blair Witch,2016-09-16,10000000.0,28985577.0,2.8985577,89.0,"['Horror', 'Mystery', 'Thriller']",5.0,36867,"[53, 27]",En,9.772,5.0,1094.0,2016,2.8985577,45200000.0
Lgf,20800000.0,24400000.0,Blair Witch,2016-09-16,10000000.0,28985577.0,2.8985577,89.0,"['Horror', 'Mystery', 'Thriller']",5.0,36867,"[53, 27]",En,9.772,5.0,1094.0,2016,2.8985577,45200000.0
Uni.,42200000.0,422000.0,Almost Christmas,2016-11-11,17000000.0,25493506.0,1.499618,111.0,"['Comedy', 'Drama']",6.1,5212,"[35, 18]",En,6.532,5.6,245.0,2016,1.499618,42622000.0
A24,25100000.0,15300000.0,The Witch,2016-02-19,3500000.0,36954520.0,10.558434285714286,92.0,"['Horror', 'Mystery']",6.8,154278,"[9648, 27]",En,13.493,6.6,2931.0,2016,10.558434285714286,40400000.0
A24,25100000.0,15300000.0,The Witch,2016-02-19,3500000.0,36954520.0,10.558434285714286,92.0,"['Horror', 'Mystery']",6.8,154278,"[9648, 27]",En,13.493,6.6,2931.0,2016,10.558434285714286,40400000.0
Lgf,27000000.0,10900000.0,Hell Or High Water,2016-08-12,12000000.0,25584304.0,2.1320253333333334,102.0,"['Action', 'Crime', 'Drama']",7.6,176469,"[80, 18, 53, 37]",En,15.749,7.3,2468.0,2016,2.1320253333333334,37900000.0
Focus,26600000.0,11000000.0,The Forest,2016-01-08,10000000.0,30749230.0,3.074923,93.0,"['Horror', 'Mystery', 'Thriller']",4.8,36423,"[27, 53]",En,1.125,2.5,1.0,2016,3.074923,37600000.0
Focus,26600000.0,11000000.0,The Forest,2016-01-08,10000000.0,30749230.0,3.074923,93.0,"['Horror', 'Mystery', 'Thriller']",4.8,36423,"[27, 53, 9648]",En,10.069,5.0,957.0,2016,3.074923,37600000.0
Focus,26600000.0,11000000.0,The Forest,2016-01-08,10000000.0,30749230.0,3.074923,93.0,"['Horror', 'Mystery', 'Thriller']",4.8,36423,"[18, 27, 14]",Th,1.255,5.9,15.0,2016,3.074923,37600000.0
Orf,21600000.0,15700000.0,Snowden,2016-09-16,50000000.0,-14619082.0,-0.29238164,134.0,"['Biography', 'Drama', 'Thriller']",7.3,119149,"[18, 36, 80, 53]",En,13.703,7.1,2427.0,2016,0.29238164,37300000.0
Sgem,29700000.0,911000.0,When The Bough Breaks,2016-09-09,10000000.0,20768449.0,2.0768449,107.0,"['Crime', 'Drama', 'Horror']",5.1,4729,"[9648, 18, 27]",En,8.062,5.3,150.0,2016,2.0768449,30611000.0
Focus,10700000.0,19600000.0,Nocturnal Animals,2016-11-18,22500000.0,9898681.0,0.43994137777777775,116.0,"['Drama', 'Thriller']",7.5,205240,"[18, 53]",En,16.19,7.4,4192.0,2016,0.43994137777777775,30300000.0
Focus,10700000.0,19600000.0,Nocturnal Animals,2016-11-18,22500000.0,9898681.0,0.43994137777777775,116.0,"['Drama', 'Thriller']",7.5,205240,"[18, 53]",En,16.19,7.4,4192.0,2016,0.43994137777777775,30300000.0
Bv,12500000.0,13400000.0,The Light Between Oceans,2016-09-02,20000000.0,2281732.0,0.1140866,133.0,"['Drama', 'Romance']",7.2,46247,"[18, 10749]",En,29.887,7.1,831.0,2016,0.1140866,25900000.0
Sony,6900000.0,18300000.0,The Brothers Grimsby,2016-03-11,35000000.0,-6279530.0,-0.17941514285714286,83.0,"['Action', 'Adventure', 'Comedy']",6.2,82123,,,,,,2016,0.17941514285714286,25200000.0
Stx,20800000.0,4200000.0,Free State Of Jones,2016-06-24,50000000.0,-26762748.0,-0.53525496,139.0,"['Action', 'Biography', 'Drama']",6.9,45135,"[28, 18, 36, 10752]",En,8.574,6.6,787.0,2016,0.53525496,25000000.0
Lgf,20000000.0,3300000.0,Middle School: The Worst Years Of My Life,2016-10-07,8500000.0,14811293.0,1.7425050588235294,92.0,"['Comedy', 'Family']",6.1,6413,"[10751, 35]",En,8.479,7.0,190.0,2016,1.7425050588235294,23300000.0
Orf,12600000.0,10500000.0,Triple 9,2016-02-26,20000000.0,5943792.0,0.2971896,115.0,"['Crime', 'Thriller']",6.3,60369,"[28, 53, 9648]",En,13.334,5.8,1258.0,2016,0.2971896,23100000.0
Par.,23100000.0,0.0,Whiskey Tango Foxtrot,2016-03-04,35000000.0,-9649253.0,-0.27569294285714285,112.0,"['Biography', 'Comedy', 'Drama']",6.6,46265,"[10752, 35]",En,8.564,6.2,596.0,2016,0.27569294285714285,23100000.0
Wb,10400000.0,12300000.0,Live By Night,2016-12-25,65000000.0,-43225568.0,-0.6650087384615384,129.0,"['Action', 'Crime', 'Drama']",6.4,47243,"[80, 18, 53]",En,11.322,6.2,759.0,2016,0.6650087384615384,22700000.0
Wb,10400000.0,12300000.0,Live By Night,2016-12-25,65000000.0,-43225568.0,-0.6650087384615384,129.0,"['Action', 'Crime', 'Drama']",6.4,47243,"[80, 18, 53]",En,11.322,6.2,759.0,2016,0.6650087384615384,22700000.0
Orf,11700000.0,10500000.0,Fifty Shades Of Black,2016-01-29,5000000.0,17113075.0,3.422615,92.0,['Comedy'],3.5,17189,"[10749, 35]",En,8.784,4.4,677.0,2016,3.422615,22200000.0
Wb (Nl),20600000.0,0.0,Keanu,2016-04-29,15000000.0,5688141.0,0.3792094,100.0,"['Action', 'Comedy', 'Crime']",6.3,41560,"[28, 35]",En,8.952,6.0,644.0,2016,0.3792094,20600000.0
Stx,14400000.0,4400000.0,The Edge Of Seventeen,2016-11-18,9000000.0,10096003.0,1.1217781111111111,104.0,"['Comedy', 'Drama']",7.3,87602,"[35, 18]",En,11.546,7.2,2224.0,2016,1.1217781111111111,18800000.0
Stx,14400000.0,4400000.0,The Edge Of Seventeen,2016-11-18,9000000.0,10096003.0,1.1217781111111111,104.0,"['Comedy', 'Drama']",7.3,87602,"[35, 18]",En,11.546,7.2,2224.0,2016,1.1217781111111111,18800000.0
Bst,18700000.0,0.0,Eye In The Sky,2016-03-11,13000000.0,22402802.0,1.7232924615384615,102.0,"['Drama', 'Thriller', 'War']",7.3,72301,"[18, 53, 10752]",En,10.219,7.1,850.0,2016,1.7232924615384615,18700000.0
W/Dim.,55000.0,17600000.0,Regression,2015-10-30,20000000.0,-4175626.0,-0.2087813,106.0,"['Crime', 'Horror', 'Mystery']",5.7,33335,"[27, 9648, 53, 80]",En,10.713,5.5,1065.0,2015,0.2087813,17655000.0
Lgf,17100000.0,0.0,Norm Of The North,2016-01-15,18000000.0,12535660.0,0.6964255555555555,90.0,"['Adventure', 'Animation', 'Comedy']",3.6,7951,"[12, 16, 35, 10751]",En,9.325,4.2,192.0,2016,0.6964255555555555,17100000.0
Stx,9300000.0,7600000.0,Hardcore Henry,2016-04-08,2000000.0,15187434.0,7.593717,96.0,"['Action', 'Adventure', 'Sci-Fi']",6.7,78226,"[28, 12, 878]",En,10.459,6.2,1294.0,2016,7.593717,16900000.0
Sgem,10900000.0,5500000.0,Pride And Prejudice And Zombies,2016-02-05,28000000.0,-11361700.0,-0.405775,108.0,"['Action', 'Comedy', 'Horror']",5.8,46187,"[10749, 27, 35, 53]",En,9.086,5.7,1195.0,2016,0.405775,16400000.0
Bg,15400000.0,0.0,The Infiltrator,2016-07-13,47500000.0,-26781896.0,-0.5638293894736842,127.0,"['Biography', 'Crime', 'Drama']",7.0,61547,"[80, 18, 53]",En,9.588,6.6,943.0,2016,0.5638293894736842,15400000.0
Ratt.,14400000.0,0.0,"Hello, My Name Is Doris",2016-03-11,1000000.0,13662703.0,13.662703,90.0,"['Comedy', 'Drama', 'Romance']",6.6,17444,"[35, 18, 10749]",En,7.802,6.4,265.0,2016,13.662703,14400000.0
Ratt.,14400000.0,0.0,"Hello, My Name Is Doris",2016-03-11,1000000.0,13662703.0,13.662703,90.0,"['Comedy', 'Drama', 'Romance']",6.6,17444,"[35, 18, 10749]",En,7.802,6.4,265.0,2016,13.662703,14400000.0
Fox,3000000.0,11300000.0,The Other Side Of The Door,2016-03-04,5000000.0,7905107.0,1.5810214,96.0,['Horror'],5.3,15813,"[53, 27]",En,9.078,5.3,470.0,2016,1.5810214,14300000.0
Foxs,14000000.0,0.0,Jackie,2016-12-02,9000000.0,27588512.0,3.0653902222222222,100.0,"['Biography', 'Drama', 'History']",6.7,66008,[18],En,8.819,6.4,1420.0,2016,3.0653902222222222,14000000.0
Ec,6900000.0,6200000.0,Shut In,2016-11-11,10000000.0,1360665.0,0.1360665,91.0,"['Drama', 'Mystery', 'Thriller']",4.7,11030,"[18, 53]",En,10.535,5.2,374.0,2016,0.1360665,13100000.0
Focus,7800000.0,5200000.0,Loving,2016-11-04,9000000.0,3898064.0,0.43311822222222224,123.0,"['Biography', 'Drama', 'Romance']",7.0,28079,"[10749, 18]",En,8.506,6.7,529.0,2016,0.43311822222222224,13000000.0
Focus,7800000.0,5200000.0,Loving,2016-11-04,9000000.0,3898064.0,0.43311822222222224,123.0,"['Biography', 'Drama', 'Romance']",7.0,28079,"[10749, 18]",En,8.506,6.7,529.0,2016,0.43311822222222224,13000000.0
Ifc,3900000.0,8400000.0,The Man Who Knew Infinity,2016-04-29,10000000.0,2382122.0,0.2382122,108.0,"['Biography', 'Drama']",7.2,43575,[18],En,8.76,7.2,699.0,2016,0.2382122,12300000.0
Bh Tilt,10800000.0,0.0,The Darkness,2016-05-13,4000000.0,6898293.0,1.72457325,92.0,"['Horror', 'Thriller']",4.4,12435,"[27, 53]",En,8.357,4.8,347.0,2016,1.72457325,10800000.0
Lgf,9700000.0,745000.0,The Perfect Match,2016-03-11,5000000.0,5182050.0,1.03641,96.0,"['Comedy', 'Romance']",4.9,3052,"[35, 10749]",En,6.875,5.5,78.0,2016,1.03641,10445000.0
Bv,8900000.0,1500000.0,Queen Of Katwe,2016-09-23,15000000.0,-4944519.0,-0.3296346,124.0,"['Biography', 'Drama', 'Sport']",7.4,13039,[18],En,7.564,7.1,225.0,2016,0.3296346,10400000.0
Ec,3500000.0,5600000.0,Miss Sloane,2016-11-25,18000000.0,-10280370.0,-0.5711316666666667,132.0,"['Drama', 'Thriller']",7.5,52788,"[18, 53]",En,12.215,7.4,912.0,2016,0.5711316666666667,9100000.0
Ec,3500000.0,5600000.0,Miss Sloane,2016-11-25,18000000.0,-10280370.0,-0.5711316666666667,132.0,"['Drama', 'Thriller']",7.5,52788,"[18, 53]",En,12.215,7.4,912.0,2016,0.5711316666666667,9100000.0
Fox,3900000.0,4900000.0,Morgan,2016-09-02,8000000.0,-701214.0,-0.08765175,92.0,"['Action', 'Horror', 'Sci-Fi']",5.8,35487,[18],En,1.111,6.7,12.0,2016,0.08765175,8800000.0
Fox,3900000.0,4900000.0,Morgan,2016-09-02,8000000.0,-701214.0,-0.08765175,92.0,"['Action', 'Horror', 'Sci-Fi']",5.8,35487,"[27, 878, 53]",En,9.912,5.7,843.0,2016,0.08765175,8800000.0
Focus,6500000.0,0.0,The Young Messiah,2016-03-11,16800000.0,-9486303.0,-0.5646608928571428,111.0,"['Drama', 'Fantasy']",5.6,2882,[18],En,5.531,6.1,50.0,2016,0.5646608928571428,6500000.0
Bh Tilt,4800000.0,1500000.0,Incarnate,2016-12-02,5000000.0,4371036.0,0.8742072,91.0,"['Horror', 'Thriller']",5.3,10217,"[27, 53]",En,7.137,5.2,314.0,2016,0.8742072,6300000.0
Orf,3800000.0,2500000.0,Max Steel,2016-10-14,10000000.0,-5436920.0,-0.543692,92.0,"['Action', 'Adventure', 'Family']",4.6,16788,"[28, 12, 878]",En,8.88,5.2,383.0,2016,0.543692,6300000.0
Orf,3800000.0,2500000.0,Max Steel,2016-10-14,10000000.0,-5436920.0,-0.543692,92.0,"['Action', 'Adventure', 'Family']",4.6,16788,"[28, 12, 878]",En,8.88,5.2,383.0,2016,0.543692,6300000.0
Wb,3700000.0,2500000.0,Midnight Special,2016-03-18,18000000.0,-10319750.0,-0.5733194444444445,112.0,"['Action', 'Drama', 'Mystery']",6.6,67921,"[12, 18, 878]",En,8.653,6.3,1105.0,2016,0.5733194444444445,6200000.0
Ratt.,1400000.0,4300000.0,Genius,2016-06-10,17000000.0,-9734717.0,-0.5726304117647059,104.0,"['Biography', 'Drama']",6.6,15611,"[18, 36]",En,9.417,6.5,391.0,2016,0.5726304117647059,5700000.0
Orch.,5200000.0,0.0,Hunt For The Wilderpeople,2016-06-24,2500000.0,21345533.0,8.5382132,101.0,"['Adventure', 'Comedy', 'Drama']",7.9,87532,"[12, 35, 18]",En,12.545,7.8,915.0,2016,8.5382132,5200000.0
Orf,5100000.0,0.0,Bleed For This,2016-11-18,16000000.0,-9396074.0,-0.587254625,117.0,"['Biography', 'Drama', 'Sport']",6.8,21946,[18],En,8.258,6.9,405.0,2016,0.587254625,5100000.0
Orf,5100000.0,0.0,Bleed For This,2016-11-18,16000000.0,-9396074.0,-0.587254625,117.0,"['Biography', 'Drama', 'Sport']",6.8,21946,[18],En,8.258,6.9,405.0,2016,0.587254625,5100000.0
Wein.,4700000.0,0.0,Hands Of Stone,2016-08-26,20000000.0,-14968025.0,-0.74840125,111.0,"['Action', 'Biography', 'Drama']",6.6,12851,[18],En,8.17,6.1,167.0,2016,0.74840125,4700000.0
Spc,4300000.0,0.0,The Meddler,2016-04-22,3200000.0,2326942.0,0.727169375,103.0,"['Comedy', 'Drama', 'Romance']",6.3,10629,"[35, 18]",En,7.725,5.8,186.0,2016,0.727169375,4300000.0
Ratt.,4200000.0,0.0,A Hologram For The King,2016-04-22,35000000.0,-23153990.0,-0.6615425714285714,98.0,"['Comedy', 'Drama', 'Romance']",6.1,36062,"[35, 18]",En,11.055,5.9,589.0,2016,0.6615425714285714,4200000.0
A24,4200000.0,0.0,Swiss Army Man,2016-06-24,3000000.0,2837111.0,0.9457036666666667,97.0,"['Adventure', 'Comedy', 'Drama']",7.0,91736,"[35, 18, 10749, 14, 12]",En,10.0,6.9,1789.0,2016,0.9457036666666667,4200000.0
Bst,4099999.0,0.0,Denial,2016-09-30,10000000.0,-736060.0,-0.073606,109.0,"['Biography', 'Drama']",6.7,16593,"[18, 36]",En,9.267,6.7,349.0,2016,0.073606,4099999.0
Bst,4099999.0,0.0,Denial,2016-09-30,10000000.0,-736060.0,-0.073606,109.0,"['Biography', 'Drama']",6.7,16593,"[18, 36]",En,9.267,6.7,349.0,2016,0.073606,4099999.0
A24,3200000.0,0.0,Green Room,2016-04-15,5000000.0,-1192497.0,-0.2384994,95.0,"['Horror', 'Music', 'Thriller']",7.0,90773,"[27, 80, 53]",En,9.943,6.8,1314.0,2016,0.2384994,3200000.0
A24,3200000.0,0.0,Green Room,2016-04-15,5000000.0,-1192497.0,-0.2384994,95.0,"['Horror', 'Music', 'Thriller']",7.0,90773,"[27, 80, 53]",En,9.943,6.8,1314.0,2016,0.2384994,3200000.0
Rela.,2400000.0,0.0,The Disappointments Room,2016-09-09,15000000.0,-11496239.0,-0.7664159333333334,85.0,"['Drama', 'Horror', 'Thriller']",3.9,8167,"[18, 27, 53]",En,6.324,4.4,272.0,2016,0.7664159333333334,2400000.0
Bst,2200000.0,0.0,Paterson,2016-12-28,5000000.0,5727536.0,1.1455072,118.0,"['Comedy', 'Drama', 'Romance']",7.4,55285,"[35, 18, 10749]",En,9.486,7.1,736.0,2016,1.1455072,2200000.0
Bst,2200000.0,0.0,Paterson,2016-12-28,5000000.0,5727536.0,1.1455072,118.0,"['Comedy', 'Drama', 'Romance']",7.4,55285,"[35, 18, 10749]",En,9.486,7.1,736.0,2016,1.1455072,2200000.0
Bg,2000000.0,0.0,The Dressmaker,2016-09-23,11900000.0,12141617.0,1.0203039495798318,119.0,"['Comedy', 'Drama']",7.1,46833,,,,,,2016,1.0203039495798318,2000000.0
A24,663000.0,1200000.0,American Honey,2016-09-30,3500000.0,-888250.0,-0.2537857142857143,163.0,"['Adventure', 'Drama', 'Romance']",7.0,31663,[18],En,8.778,6.7,417.0,2016,0.2537857142857143,1863000.0
Wein.,1500000.0,0.0,Jane Got A Gun,2016-01-29,25000000.0,-21228655.0,-0.8491462,98.0,"['Action', 'Drama', 'Western']",5.9,19051,"[28, 18, 37]",En,8.825,5.5,439.0,2016,0.8491462,1500000.0
Bg,1300000.0,0.0,The Neon Demon,2016-06-24,7500000.0,-3940197.0,-0.5253596,117.0,"['Horror', 'Thriller']",6.2,72359,"[53, 27, 9648]",En,11.787,6.6,2005.0,2016,0.5253596,1300000.0
Ifc,262000.0,0.0,Dheepan,2016-05-06,9000000.0,-1295643.0,-0.14396033333333333,115.0,"['Crime', 'Drama']",7.2,12312,,,,,,2016,0.14396033333333333,262000.0
Drft.,232000.0,0.0,The Invitation,2016-04-08,1000000.0,-645164.0,-0.645164,100.0,"['Drama', 'Horror', 'Mystery']",6.7,70213,[53],En,10.424,6.5,1063.0,2016,0.645164,232000.0
Cleopatra,82700.0,0.0,A Street Cat Named Bob,2016-11-18,8000000.0,9382693.0,1.172836625,103.0,"['Biography', 'Comedy', 'Drama']",7.4,23204,"[18, 10751, 35]",En,7.12,7.5,500.0,2016,1.172836625,82700.0
Cleopatra,82700.0,0.0,A Street Cat Named Bob,2016-11-18,8000000.0,9382693.0,1.172836625,103.0,"['Biography', 'Comedy', 'Drama']",7.4,23204,"[18, 10751, 35]",En,7.12,7.5,500.0,2016,1.172836625,82700.0
Ifc,24800.0,0.0,Evolution,2001-06-08,80000000.0,18341932.0,0.22927415,81.0,"['Drama', 'Mystery', 'Sci-Fi']",6.0,5266,"[9648, 18, 27]",Fr,4.208,6.3,73.0,2001,0.22927415,24800.0
Ifc,24800.0,0.0,Evolution,2001-06-08,80000000.0,18341932.0,0.22927415,81.0,"['Drama', 'Mystery', 'Sci-Fi']",6.0,5266,"[9648, 18, 27]",Fr,4.208,6.3,73.0,2001,0.22927415,24800.0
